FID,CLASS,ROUTE_NO,SEG_NO,NAME,DATA_SRC,DESIG,EDITDATE,STATUS,STATCODE,DESC_SEG,,,,,TRAILROUTE,SUBDIST,Meters,Miles,Publish,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,ISEXTANT,CREATEDATE,CREATEUSER,EDITUSER,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYERROR,LOCATIONID,FEATUREID,GEOMETRYID,NOTES,INPLACES,PLACESID,GlobalID,SHAPE_Length
216,1,167,4,Swiftcurrent Lake,Trimble Geo Explorer II,Continental Divide Trail - alternate route,20050628,dGPS,SLNT,Ptarmigan Tr Jct, Many Glacier Hotel,,,,T-167,Chief Mountain,380,0.24,Yes,Swiftcurrent Lake,,Swiftcurrent Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Geo Explorer II,,,,46594,,{F148C37E-26CB-46E8-A938-4037BD073B04},Continental Divide Trail - alternate route,Yes,,{8276E56E-8CF5-45FA-8C23-758095E3B692},0.004066505
217,1,167,3,Swiftcurrent Lake,DOQ2002,Continental Divide Trail - alternate route,20110228,Imagery,SLNT,Swiftcurrent Picnic Area, Ptarmigan Tr Jct,,,,T-167,Chief Mountain,824,0.51,Yes,Swiftcurrent Lake,,Swiftcurrent Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ2002,,,,46594,,{FB80DAF0-9253-4CDC-A385-F49B79BEF2E2},Continental Divide Trail - alternate route,Yes,,{71F68001-6FB1-4110-B66F-A8CBAA128921},0.010487807
218,1,168,1,North Shore Josephine Lake,Trimble Pro XRS, ,20050628,dGPS,JGLT,Swiftcurrent Lake Tr Jct, Grinnell Glacier Tr Jct,,,,T-168,Chief Mountain,1559,0.97,Yes,North Shore Josephine Lake,,North Shore Josephine Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46598,,{048586C6-D8EC-439A-AE2A-A81E5D1D5FE7},,Yes,,{DD2285C0-261D-4F8C-B29B-A97E011694BE},0.017843908
219,1,167,2,Swiftcurrent Lake,DOQ2002, ,20110228,Imagery,SLNT,Head Swiftcurrent L, Swiftcurrent Picnic Area,,,,T-167,Chief Mountain,1601,0.99,Yes,Swiftcurrent Lake,,Swiftcurrent Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ2002,,,,46594,,{F6D7FFD2-0418-4C09-9D72-0367E5683558},,Yes,,{96B667B9-EA3B-4CAE-85AB-E561263A19B8},0.017421746
220,1,180,1,Swiftcurrent Cutoff,Trimble Pro XRS, ,20050628,dGPS,JGLT,Swiftcurrent Lake Tr, South Shore Josephine L Tr,,,,T-180,Chief Mountain,311,0.19,Yes,Swiftcurrent Cutoff,,Swiftcurrent Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46606,,{3EF9DCBA-08BC-4E2F-9F73-6919DFFA3B22},,Yes,,{94D9BDEC-3822-45A4-9680-94A1735F7394},0.003187642
221,1,171,1,South Shore Josephine Lake,Trimble Pro XRS,Continental Divide Trail,20050628,dGPS,JGLT,Service Road, Piegan Pass Cutoff,,,,T-171,Chief Mountain,1397,0.87,Yes,South Shore Josephine Lake,,South Shore Josephine Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46600,,{AA5D0999-E249-4FC1-BE72-7841E4C53DCF},Continental Divide Trail,Yes,,{953DAFB6-D0CE-45F6-B11D-27FE56399626},0.015510428
222,1,174,3,Josephine Walk,Trimble Pro XRS, ,20050628,dGPS,JGLT,Josephine Walk Tr, South Shore Josephine L Tr,,,,T-174,Chief Mountain,103,0.06,Yes,Josephine Walk,,Josephine Walk,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46604,,{1334B17C-15F0-4E97-A6AE-D0F99CFD0F2C},,Yes,,{0E3AEC79-5878-43C7-A151-2D5473CE58B4},0.000942765
223,1,168,2,North Shore Josephine Lake,Trimble Pro XRS, ,20050628,dGPS,JGLT,Grinnell Glacier Tr Jct, Josephine Walk Tr Jct,,,,T-168,Chief Mountain,602,0.37,Yes,North Shore Josephine Lake,,North Shore Josephine Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46598,,{1E511B97-3DA3-4950-AC51-B4474E67A153},,Yes,,{BC644994-0549-4570-9DBD-8724B54C257C},0.006618733
224,1,173,1,Grinnell Lake Horse,USGS 1:24000-scale topo, ,0,Digitized,JGLT,Josephine Walk Tr, Grinnell Lake Foot Tr,,,,T-173,Chief Mountain,1219,0.76,Yes,Grinnell Lake Horse,,Grinnell Lake Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,USGS 1:24000-scale topo,,,,46603,,{73C515D0-0EB9-4CF3-8E4C-3F0B5B78AF96},,Yes,,{B41BC961-F253-4984-8199-B905B97A8E57},0.014749563
225,1,165,1,Cracker Lake,Trimble Pro XRS, ,20050802,dGPS,CRL,Many Glacier Hotel, Foot Cracker Lake,,,,T-165,Chief Mountain,9247,5.75,Yes,Cracker Lake,,Cracker Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46591,,{23430136-C602-4FF3-867E-9BC8744D0558},,Yes,,{22E10EC0-8226-4DD2-B204-E1619A621C7A},0.101684525
226,3,37,1,Howe Ridge,Trimble Pro XRS, ,20050705,dGPS,HRT,North Fork Rd, Howe Lake Tr Jct,,,,T-037,Lake McDonald,5054,3.14,Yes,Howe Ridge,,Howe Ridge,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45398,,{E30DE031-CF85-4C2C-BC25-644216EEF2DF},,Yes,,{CAA7B870-BAD9-451D-82EE-7846F0D6C763},0.054939383
227,3,38,2,Howe Lake,Trimble Pro XRS, ,20050706,dGPS,HLT,Howe L, Howe Ridge Tr Jct,,,,T-038,Lake McDonald,3223,2,Yes,Howe Lake,,Howe Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45399,,{70BD3C66-6283-457E-BC1A-CF56425849F6},,Yes,,{1266F671-2653-40DB-8D60-38D4D43666DE},0.038509166
228,2,39,1,Camas Creek,Trimble Pro XRS, ,20050718,dGPS,CCD,North Fork Rd, Old West Lakes Tr Jct,,,,T-039,Lake McDonald,4233,2.63,Yes,Camas Creek,,Camas Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45400,,{CB142FDE-F41A-4FF0-94A4-C69B7B50BB10},,Yes,,{945AA3F3-776A-41F8-9B5E-3467F59666FC},0.05178489
229,2,39,2,Camas Creek,Trimble Pro XRS, ,20050718,dGPS,CCD,Old West Lakes Tr Jct, West Lakes Tr Jct at Trout Lake,,,,T-039,Lake McDonald,7162,4.45,Yes,Camas Creek,,Camas Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45400,,{753F7F40-73BF-45CE-84BB-65B650EA8F86},,Yes,,{2BA453DC-2A5A-4D74-B73D-FFB0F749AB7E},0.082837769
230,3,37,2,Howe Ridge,Trimble Pro XR/XRS, ,20071017,dGPS,HRT,Howe Lake Tr Jct, West Lakes Tr Jct,,,,T-037,Lake McDonald,9890,6.15,Yes,Howe Ridge,,Howe Ridge,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XR/XRS,,,,45398,,{A2DB435E-885B-4661-AD12-F1A47B447B80},,Yes,,{F45355CC-44A3-4207-867D-E4F2B8267A08},0.110038129
231,1,40,2,West Lakes,Trimble Pro XRS, ,20050718,dGPS,TLT,Howe Ridge Tr Jct, Camas Creek Tr Jct,,,,T-040,Lake McDonald,2427,1.51,Yes,West Lakes,,West Lakes,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,0,,{E4944FD8-D07F-462C-AD83-E1A48D0152F1},,Yes,,{4BC4F190-61B4-4181-A36F-3A34E328CF92},0.025007901
232,1,90,2,Firebrand Pass,Trimble Pro XRS,Continental Divide Trail,20050718,dGPS,FPT,Autumn Cr Tr Jct N, Autumn Creek Tr Jct S,,,,T-090,Walton-Two Medicine,1604,1,Yes,Firebrand Pass,,Firebrand Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46397,,{7726B549-F3F9-49E6-A4E8-1CEB3C9C5CC3},Continental Divide Trail,Yes,,{AD8A917C-2450-4B43-ADA1-3E9FBDF7ABE5},0.015867442
233,1,90,3,Firebrand Pass,Trimble Pro XRS, ,20050718,dGPS,FPT,Autumn Creek Trail Jct S, Boundary,,,,T-090,Walton-Two Medicine,2341,1.45,Yes,Firebrand Pass,,Firebrand Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46397,,{17EF038B-D811-4DEA-A279-D216C4613E8D},,Yes,,{47EC425B-471F-4336-AA12-F76289FC1BCF},0.028894404
234,1,90,1,Firebrand Pass,Trimble Pro XRS, ,20050718,dGPS,FPT,Firebrand Pass, Autumn Creek Tr Jct N,,,,T-090,Walton-Two Medicine,4253,2.64,Yes,Firebrand Pass,,Firebrand Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46397,,{EB3E70EC-699B-47E0-8E6C-89771E5A5CF3},,Yes,,{C4BC75AC-744F-4B87-B36B-F9C004D238B6},0.04936638
235,1,93,3,Autumn Creek,Trimble Pro XRS,Continental Divide Trail,20050718,dGPS,SACT,Firebrand Pass Tr Jct N, Railroad Cr,,,,T-093,Walton-Two Medicine,2343,1.46,Yes,Autumn Creek,,Autumn Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46400,,{257FBB08-E166-4504-860C-E9C2FC5C9457},Continental Divide Trail,Yes,,{92591121-78B6-4452-B0FD-EE03C7B7D50F},0.02396243
236,1,93,4,Autumn Creek,Trimble Pro XRS,Continental Divide Trail,20050718,dGPS,SACT,Railroad Cr, Boundary,,,,T-093,Walton-Two Medicine,5498,3.42,Yes,Autumn Creek,,Autumn Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46400,,{BB6FB3B9-19AF-4E22-9557-FC2400DE530B},Continental Divide Trail,Yes,,{104ED648-DC75-4DF2-9AC1-32C49FDA2780},0.063182797
237,1,6,1,Boulder Pass,Trimble Pro XRS, ,20050718,dGPS,BPT,North Fork Rd, Kintla Tr Jct,,,,T-006,North Fork,6348,3.94,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{1D954635-772A-4EB2-A25C-0E8AF2A7A823},,Yes,,{C40246B6-0CA4-4138-BAEC-0E9A7B01FCF4},0.072008988
238,1,6,13,Boulder Pass,Trimble Pro XRS, ,20050718,dGPS,BPT,Kintla CG, Boulder Pass Tr Jct,,,,T-006,North Fork,198,0.12,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{42CFA23D-5962-475A-912A-B876F37F4C90},,Yes,,{2910F5E7-93D1-4402-9D60-FCCDFA3DABC9},0.001857029
239,1,6,3,Boulder Pass,Trimble Pro XRS, ,20050718,dGPS,BPTG,Kintla Lake CG, Foot Upper Kintla L,,,,T-006,North Fork,4330,2.69,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{9D355069-1C5E-447C-865F-64B079E0D3BA},,Yes,,{CCDC2175-908D-4E03-A297-DE688CEEEEC5},0.054229569
240,1,257,1,Running Eagle Falls,Trimble Pro XRS, ,20050721,dGPS,REF,Two Medicine Rd, Running Eagle Falls,,,,T-257,Walton-Two Medicine,590,0.37,Yes,Running Eagle Falls,,Running Eagle Falls,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46612,,{671FF863-9959-4790-96E0-169D8A03FEEA},,Yes,,{F9DDF238-F3E3-4A7C-8F33-7A12AFAB6774},0.006414334
241,1,96,1,Mt Henry,Trimble Pro XRS,Continental Divide Trail,20050721,dGPS,MHT,Two Medicine Rd, Appistoki Falls Spur Jct,,,,T-096,Walton-Two Medicine,966,0.6,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{545F3C35-CD9E-467C-848D-907B94AA5F8C},Continental Divide Trail,Yes,,{882057D9-0249-49E9-AEAB-E908EA375199},0.01180799
242,1,96,2,Mt Henry,Trimble Pro XRS, ,20050721,dGPS,MHT,Appistoki Falls Spur Jct, Appistoki Falls View,,,,T-096,Walton-Two Medicine,75,0.05,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{00627FCB-BC41-4729-B234-AD2AAAC6EB28},,Yes,,{E99EAC8D-1260-4BD0-A6A3-8C54BEAF2A38},0.000779588
243,1,96,2,Mt Henry,Trimble Pro XRS,Continental Divide Trail,20050721,dGPS,MHT,Appistoki Falls Spur Jct, Scenic Point,,,,T-096,Walton-Two Medicine,5003,3.11,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{D34432F1-A161-4F71-8825-F330005A9357},Continental Divide Trail,Yes,,{5CA5B581-83FC-45EC-B272-0F6E1B64A4D0},0.056716437
244,2,96,5,Mt Henry,Trimble Pro XRS,Continental Divide Trail,20050721,dGPS,MHT,Park Boundary, Bald Hill Rd,,,,T-096,Walton-Two Medicine,2171,1.35,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{5DC3671A-250A-4C2C-A886-EB27FAC186A2},Continental Divide Trail,Yes,,{09F707FF-EEB5-47C1-AA2D-63F1362A79C8},0.024097233
245,1,96,3,Mt Henry,Trimble Pro XRS,Continental Divide Trail,20050721,dGPS,MHT,Scenic Point, Forty Mile Cr,,,,T-096,Walton-Two Medicine,3004,1.87,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{7CB124D6-8FE3-449F-8B90-5B59F955B4E8},Continental Divide Trail,Yes,,{758C4BFC-1925-4C97-886F-00CEDF831DE8},0.036274835
246,1,96,4,Mt Henry,Trimble Pro XRS,Continental Divide Trail,20050721,dGPS,MHT,Forty Mile Cr, Park Boundary,,,,T-096,Walton-Two Medicine,2249,1.4,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{B6C61E42-DE0A-45C7-A031-83843D89BB7C},Continental Divide Trail,Yes,,{F84B061E-1454-46A0-AFF9-F7127D0EBB32},0.026582968
247,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20070728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,1263,0.78,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{D08758BE-966E-4F3A-A7AD-3FD83DE060D5},,Yes,,{804EFF1F-8432-49C7-A255-DF3B0212F14F},0.014261229
248,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,2401,1.49,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{1874545B-B992-4290-A3D0-B3FA18E3C6E6},,Yes,,{4710E778-81AE-4E90-8C1A-30EE4D094817},0.025213901
249,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,436,0.27,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{B4C63B7D-1935-4E4D-8FB1-0B12D2F322DA},,Yes,,{10E1B94B-427E-4021-BCBC-DD1ABC72828F},0.004863664
250,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,299,0.19,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{956ADC04-AC77-468B-989C-481BE94DF5A6},,Yes,,{03B726BD-B45B-41DB-8A56-D97CE682CB9D},0.003017894
251,1,272,1,Ox-Bow,Trimble Pro XRS, ,20050728,dGPS, ,Apgar Flats Horse Tr Jct, McDonald Cr Oxbow overlook,,,,T-272,Lake McDonald,49,0.03,Yes,Ox-Bow,,Ox-Bow,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46660,,{28874A44-3B5A-43DD-BD9A-FD40E48FCFA7},,Yes,,{C68D0451-6565-439E-BBD0-9FFBD4B18315},0.000627301
252,1,270,2,Apgar Bike Trail,Trimble Pro XRS,Park Headquarters to Apgar Village,20050728,dGPS, ,Paved Bike Path HQ/Camel's Hump, Apgar VC,,,,T-270,Lake McDonald,1988,1.24,Yes,Apgar Bike Trail,,Apgar Bike Path,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46657,,{966807FD-4709-4750-9944-3D710B449E2B},Apgar Bike Path,Yes,,{FA66F0C4-3C2A-49A7-8614-A28F5DB07D7B},0.019924567
253,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,1309,0.81,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{73C42F63-4B22-4674-AD70-C7039DA33FDE},,Yes,,{AFEB6BBE-9F4F-4501-8067-D2665EBA42C4},0.01334956
254,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,543,0.34,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{21E37B52-8552-47A8-ACB7-62A394EEB8FF},,Yes,,{21AD367C-C580-443F-8148-CF6F350835A0},0.00630584
255,1,60,2,Avalanche Lake,Trimble Pro XRS, ,20050707,dGPS,ALTM,Foot Avalanche L, Head Avalanche L,,,,T-060,Lake McDonald,1059,0.66,Yes,Avalanche Lake,,Avalanche Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46182,,{02D7D3ED-B805-42FB-9B6E-A945E6103FF8},,Yes,,{0EC4AAA2-FB2C-4439-931C-309EEB08F3F4},0.011119588
256,1,154,4,Red Gap Pass,Trimble Pro XRS,Continental Divide Trail - alternate route,20050809,dGPS,RGPT,Sherburne Cutoff Tr Jct, Many Glacier Rd,,,,T-154,Chief Mountain,5491,3.41,Yes,Red Gap Pass,,Red Gap Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46583,,{80E7EDBC-85AE-4871-AD2E-0DF6DC3760BD},Continental Divide Trail - alternate route,Yes,,{A3B45151-B2A7-4415-B0AB-62338B8ACE88},0.063098265
257,1,154,3,Red Gap Pass,Trimble Pro XRS,Continental Divide Trail - alternate route,20050809,dGPS,RGPT,Poia Lake CG, Sherburne Cutoff Tr Jct,,,,T-154,Chief Mountain,5015,3.12,Yes,Red Gap Pass,,Red Gap Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46583,,{E319DBD6-44F9-4C99-93FD-D1EED916ADB5},Continental Divide Trail - alternate route,Yes,,{7E70C730-26B3-4709-A598-6933214AB329},0.057558455
258,1,154,2,Red Gap Pass,Trimble Pro XRS,Continental Divide Trail - alternate route,20050809,dGPS,RGPT,Red Gap Pass, Poia Lake CG,,,,T-154,Chief Mountain,9101,5.65,Yes,Red Gap Pass,,Red Gap Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46583,,{CFFF406B-51B6-4525-9D1E-1D45CCDA0CEA},Continental Divide Trail - alternate route,Yes,,{D1F2947F-5AEE-4243-8CC5-00B69205BE5E},0.115929824
259,1,152,5,Ptarmigan,Trimble Pro XRS, ,20050809,dGPS,PIT,Ptarmigan Tunnel, Ptarmigan L,,,,T-152,Chief Mountain,1494,0.93,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46580,,{38AA44EA-12F9-4CD8-89ED-24C37C7998D2},,Yes,,{A3FCB0B8-2405-4124-929E-964B0811A79B},0.016919345
260,1,152,6,Ptarmigan,Trimble Pro XRS, ,20050809,dGPS,ELT,Ptarmigan L, Iceberg Lake Tr Jct,,,,T-152,Chief Mountain,2659,1.65,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46580,,{B5F4E87D-54E4-4B18-BA3E-9EE596257FFD},,Yes,,{DCB5190D-6AC9-492A-B211-99C3D37BBF75},0.027119119
